timestamp,relative_time,motion_score,suddenness,duration_ms,largest_area,contour_count,location_x,location_y,detector_state,label
1789159908.772,50.758,0.0,0.0,0,0,0,0,0,NO IMPACT,UNLABELED
1789159908.981,50.967,0.0006,0.0006,0,378,2,469,468,NO IMPACT,UNLABELED
1789159909.192,51.178,0.0004,-0.0002,0,112,4,1505,822,NO IMPACT,UNLABELED
1789159909.319,51.304,0.0018,0.0014,0,224,12,692,489,NO IMPACT,UNLABELED
1789159909.518,51.503,0.0177,0.0159,0,4794,34,463,433,MOTION DETECTED,UNLABELED
1789159910.336,52.321,0.0083,-0.0094,0,1565,20,641,487,NO IMPACT,UNLABELED
1789159910.841,52.827,0.018,0.0097,0,1938,38,972,579,MOTION DETECTED,UNLABELED
1789159911.361,53.346,0.0061,-0.0119,0,3512,5,1472,727,NO IMPACT,UNLABELED
1789159911.731,53.716,0.0022,-0.0039,0,1624,1,1505,752,NO IMPACT,UNLABELED
1789159912.16,54.145,0.0011,-0.0011,0,392,4,1527,775,NO IMPACT,UNLABELED
1789159912.312,54.297,0.0,-0.0011,0,0,0,0,0,NO IMPACT,UNLABELED
1789159912.548,54.533,0.0004,0.0004,0,335,1,1527,443,NO IMPACT,UNLABELED
1789159912.736,54.722,0.0048,0.0044,0,862,16,1031,313,NO IMPACT,UNLABELED
1789159912.932,54.918,0.0004,-0.0044,0,164,3,695,445,NO IMPACT,UNLABELED
1789159913.189,55.174,0.0031,0.0027,0,466,14,704,446,NO IMPACT,UNLABELED
1789159913.333,55.319,0.0013,-0.0018,0,269,9,720,512,NO IMPACT,UNLABELED
1789159913.477,55.462,0.001,-0.0003,0,272,6,693,493,NO IMPACT,UNLABELED
1789159913.648,55.633,0.0049,0.0039,0,2509,9,695,500,NO IMPACT,UNLABELED
1789159913.821,55.807,0.0122,0.0073,0,4600,25,1269,320,MOTION DETECTED,UNLABELED
1789159913.95,55.935,0.0067,-0.0055,0,763,27,1313,316,NO IMPACT,UNLABELED
1789159914.572,56.557,0.0,-0.0067,0,0,0,0,0,NO IMPACT,UNLABELED
1789159914.901,56.887,0.0,0.0,0,0,0,0,0,NO IMPACT,UNLABELED
1789159915.194,57.179,0.0,0.0,0,0,0,0,0,NO IMPACT,UNLABELED
1789159915.392,57.377,0.0006,0.0006,0,466,1,1505,850,NO IMPACT,UNLABELED
1789159915.661,57.646,0.0,-0.0006,0,0,0,0,0,NO IMPACT,UNLABELED
1789159915.949,57.934,0.0,0.0,0,0,0,0,0,NO IMPACT,UNLABELED
1789159916.734,58.72,0.0,0.0,0,0,0,0,0,NO IMPACT,UNLABELED
1789159917.272,59.258,0.0,0.0,0,0,0,0,0,NO IMPACT,UNLABELED
1789159917.43,59.415,0.0249,0.0249,0,562,139,1458,334,MOTION DETECTED,UNLABELED
1789159917.568,59.553,0.0126,-0.0123,139,726,67,996,492,MOTION DETECTED,UNLABELED
1789159917.843,59.828,0.0332,0.0206,413,974,160,617,549,MOTION DETECTED,UNLABELED
1789159918.048,60.033,0.0196,-0.0136,619,926,110,484,589,MOTION DETECTED,UNLABELED
1789159918.31,60.295,0.0104,-0.0092,880,573,57,653,588,MOTION DETECTED,UNLABELED
1789159918.819,60.805,0.0519,0.0415,1390,1520,232,562,592,MOTION DETECTED,UNLABELED
1789159919.626,61.611,0.055,0.0031,2196,1418,226,1191,409,MOTION DETECTED,UNLABELED
1789159919.76,61.746,0.0257,-0.0293,2331,3087,110,1167,400,MOTION DETECTED,UNLABELED
1789159920.226,62.212,0.0453,0.0196,2797,1897,202,1155,383,MOTION DETECTED,UNLABELED
1789159920.504,62.49,0.0083,-0.037,0,954,49,1340,445,NO IMPACT,UNLABELED
1789159920.827,62.813,0.0018,-0.0065,0,332,13,1373,417,NO IMPACT,UNLABELED
1789159920.994,62.979,0.0048,0.003,0,441,26,1513,233,NO IMPACT,UNLABELED
1789159921.257,63.243,0.0052,0.0004,0,569,30,1485,376,NO IMPACT,UNLABELED
1789159921.522,63.508,0.0051,-0.0001,0,1732,17,1456,386,NO IMPACT,UNLABELED
1789159921.875,63.86,0.0011,-0.004,0,192,9,861,332,NO IMPACT,UNLABELED
1789159922.113,64.098,0.0001,-0.001,0,107,1,1390,449,NO IMPACT,UNLABELED
1789159922.215,64.201,0.0004,0.0003,0,107,3,1330,229,NO IMPACT,UNLABELED
1789159922.385,64.37,0.0636,0.0632,0,1354,290,1250,633,IMPACT DETECTED,UNLABELED
1789159922.467,64.453,0.0286,-0.035,83,1283,147,1201,533,MOTION DETECTED,UNLABELED
1789159922.599,64.584,0.0369,0.0083,215,1649,165,1201,525,MOTION DETECTED,UNLABELED
1789159922.71,64.696,0.0708,0.0339,326,1766,243,1213,522,IMPACT CANDIDATE,UNLABELED
1789159922.829,64.815,0.0041,-0.0667,0,482,17,956,303,NO IMPACT,NO_IMPACT
1789159923.211,65.196,0.0047,0.0006,0,1039,17,516,269,NO IMPACT,NO_IMPACT
1789159923.345,65.331,0.0002,-0.0045,0,91,2,853,375,NO IMPACT,UNLABELED
1789159923.51,65.495,0.0016,0.0014,0,759,2,831,397,NO IMPACT,NO_IMPACT
1789159923.644,65.629,0.0011,-0.0005,0,238,7,787,317,NO IMPACT,UNLABELED
1789159923.862,65.847,0.0033,0.0022,0,1049,14,549,358,NO IMPACT,NO_IMPACT
1789159924.018,66.003,0.001,-0.0023,0,512,3,536,408,NO IMPACT,NO_IMPACT
1789159924.128,66.113,0.001,0.0,0,587,3,501,403,NO IMPACT,UNLABELED
1789159924.266,66.251,0.0038,0.0028,0,470,22,635,683,NO IMPACT,UNLABELED
1789159924.445,66.43,0.0001,-0.0037,0,63,1,1300,548,NO IMPACT,NO_IMPACT
1789159925.069,67.054,0.0,-0.0001,0,0,0,0,0,NO IMPACT,NO_IMPACT
1789159925.5,67.485,0.0001,0.0001,0,65,1,1453,512,NO IMPACT,UNLABELED
1789159926.289,68.274,0.0,-0.0001,0,0,0,0,0,NO IMPACT,UNLABELED
1789159926.752,68.737,0.0,0.0,0,0,0,0,0,NO IMPACT,UNLABELED
1789159927.125,69.111,0.0,0.0,0,0,0,0,0,NO IMPACT,NO_IMPACT
1789159927.267,69.252,0.0,0.0,0,0,0,0,0,NO IMPACT,NO_IMPACT
1789159927.467,69.452,0.0,0.0,0,0,0,0,0,NO IMPACT,UNLABELED
1789159927.68,69.666,0.0005,0.0005,0,74,6,1089,649,NO IMPACT,NO_IMPACT
1789159927.852,69.838,0.0015,0.001,0,269,9,1055,440,NO IMPACT,UNLABELED
1789159928.046,70.031,0.0,-0.0015,0,0,0,0,0,NO IMPACT,UNLABELED
1789159928.223,70.208,0.0,0.0,0,0,0,0,0,NO IMPACT,UNLABELED
1789159928.599,70.585,0.0,0.0,0,0,0,0,0,NO IMPACT,UNLABELED
1789159929.225,71.21,0.0014,0.0014,0,241,11,563,573,NO IMPACT,UNLABELED
1789159929.391,71.376,0.0006,-0.0008,0,91,6,1334,593,NO IMPACT,UNLABELED
1789159929.875,71.861,0.0018,0.0012,0,221,14,999,311,NO IMPACT,UNLABELED
1789159931.897,73.882,0.0164,0.0146,0,4196,29,904,843,MOTION DETECTED,UNLABELED
1789159934.307,76.292,0.0091,-0.0073,0,3313,16,771,849,NO IMPACT,UNLABELED
1789159936.336,78.321,0.0097,0.0006,0,1709,20,751,816,NO IMPACT,UNLABELED
1789159941.12,83.106,0.0011,-0.0086,0,204,7,404,530,NO IMPACT,UNLABELED
1789159943.06,85.045,0.0001,-0.001,0,80,1,477,672,NO IMPACT,UNLABELED
1789159949.54,91.526,0.0013,0.0012,0,362,6,484,685,NO IMPACT,UNLABELED
1789159951.189,93.175,0.0002,-0.0011,0,60,3,408,399,NO IMPACT,UNLABELED
1789159951.836,93.821,0.0002,0.0,0,184,1,503,450,NO IMPACT,UNLABELED
